"ID";"Year";"global_id";"AdmArea";"District";"Address";"EstimatedindexValue";"PollutionCategory";"PollutionLevel";"geoData";
"656";"2017";"857134518";"Юго-Восточный административный округ";"район Печатники";"город Москва, улица Гурьянова, дом 19, корпус 2";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.71763213, 55.68810801]}";
"657";"2017";"857135076";"Юго-Восточный административный округ";"район Печатники";"город Москва, улица Полбина, дом 46";"1.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.72775682, 55.67860334]}";
"658";"2017";"857135109";"Юго-Восточный административный округ";"Рязанский район";"2-й Грайвороновский проезд, дом 38, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.74192147, 55.72507896]}";
"659";"2017";"857135190";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Окская улица, дом 28";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.7669998, 55.71457651]}";
"660";"2017";"857135219";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Рязанский проспект, дом 14, корпус 2";"4.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.76253333, 55.72481092]}";
"661";"2017";"857135295";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, Люблинская улица, дом 5, корпус 2";"5.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.72976376, 55.71642937]}";
"662";"2017";"857135581";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, квартал Грайвороново 90а, корпус 7";"10.6";"допустимая";"слабый";"{type=Point, coordinates=[37.73489758, 55.72317203]}";
"663";"2017";"857135611";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, улица Малышева, дом 13, строение 1";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.74411555, 55.69815484]}";
"664";"2017";"857135691";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, Волжский бульвар, дом 40";"10.7";"допустимая";"слабый";"{type=Point, coordinates=[37.74984342, 55.70006489]}";
"665";"2017";"857135719";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, 1-я Дубровская улица, дом 16";"9.9";"допустимая";"слабый";"{type=Point, coordinates=[37.67169992, 55.72333471]}";
"666";"2017";"857135858";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, Велозаводская улица, дом 3/2";"12.1";"допустимая";"слабый";"{type=Point, coordinates=[37.66448518, 55.71734922]}";
"667";"2017";"857136045";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Симоновский Вал, дом 9";"13.0";"допустимая";"слабый";"{type=Point, coordinates=[37.6644673, 55.72591845]}";
"668";"2017";"857136150";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, улица Баженова, дом 94, строение 2";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.69301001, 55.61322264]}";
"669";"2017";"857136336";"Южный административный округ";"район Братеево";"город Москва, улица Борисовские Пруды, дом 48, корпус 1";"4.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.77465746, 55.64341899]}";
"670";"2017";"857136601";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Бирюлёвская улица, дом 31, корпус 1";"1.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.66544845, 55.59162349]}";
"671";"2017";"857136681";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, 6-я Радиальная улица, дом 20";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.65555887, 55.60853955]}";
"672";"2017";"857136733";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, 26-й километр Московской Кольцевой Автодороги, владение 6";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.69738129, 55.57979811]}";
"673";"2017";"857136784";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, 3-я Радиальная улица, дом 8";"3.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.6771099, 55.60652987]}";
"674";"2017";"857136885";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 70, строение 1";"10.4";"допустимая";"слабый";"{type=Point, coordinates=[37.62187776, 55.71497563]}";
"675";"2017";"857136886";"Южный административный округ";"Даниловский район";"город Москва, 2-й Кожуховский проезд, дом 12, строение 4";"8.7";"допустимая";"слабый";"{type=Point, coordinates=[37.65408719, 55.69943853]}";
"676";"2017";"857262893";"Южный административный округ";"Донской район";"город Москва, улица Орджоникидзе, дом 6, корпус 2";"4.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.59767438, 55.71109673]}";
"677";"2017";"857144774";"Южный административный округ";"Донской район";"город Москва, Загородное шоссе, дом 2, строение 1А";"3.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.60608519, 55.69763771]}";
"678";"2017";"857144826";"Южный административный округ";"Донской район";"город Москва, улица Вавилова, дом 6";"12.5";"допустимая";"слабый";"{type=Point, coordinates=[37.58832838, 55.70783809]}";
"679";"2017";"857144929";"Южный административный округ";"район Бирюлёво Западное";"город Москва, улица Подольских Курсантов, дом 22А, строение 27";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.63476063, 55.59904241]}";
"680";"2017";"857145009";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Востряковский проезд, дом 23, корпус 3";"2.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.65539542, 55.57582198]}";
"681";"2017";"857145060";"Южный административный округ";"район Зябликово";"город Москва, Шипиловская улица, дом 60, корпус 1";"4.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.74847235, 55.62172265]}";
"682";"2017";"857145112";"Южный административный округ";"район Зябликово";"город Москва, Задонский проезд, дом 14, корпус 2";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.74722383, 55.62551395]}";
"683";"2017";"857145189";"Южный административный округ";"район Москворечье-Сабурово";"город Москва, Каширское шоссе, дом 28, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.64859572, 55.65296072]}";
"684";"2017";"857145215";"Южный административный округ";"район Нагатино-Садовники";"город Москва, Каширское шоссе, дом 11, корпус 1";"1.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.63007019, 55.66754035]}";
"685";"2017";"857145268";"Южный административный округ";"район Нагатино-Садовники";"город Москва, 2-й Нагатинский проезд, дом 6";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.63905653, 55.67414284]}";
"686";"2017";"857145314";"Южный административный округ";"район Нагатинский Затон";"город Москва, проспект Андропова, дом 11, корпус 2";"8.4";"допустимая";"слабый";"{type=Point, coordinates=[37.6755479, 55.68961101]}";
"687";"2017";"857145371";"Южный административный округ";"район Нагатинский Затон";"город Москва, Коломенская набережная, дом 18";"3.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.69804182, 55.67673528]}";
"688";"2017";"857145419";"Южный административный округ";"район Нагатинский Затон";"город Москва, проспект Андропова, дом 39, строение 7";"6.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.66889491, 55.66396583]}";
"689";"2017";"857145475";"Южный административный округ";"Нагорный район";"город Москва, Варшавское шоссе, дом 106";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.61865837, 55.64348921]}";
"690";"2017";"857145578";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, Борисовский проезд, дом 15, корпус 2";"2.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.72709485, 55.62630164]}";
"691";"2017";"857145629";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"2.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.74290209, 55.60029102]}";
"692";"2017";"857145706";"Южный административный округ";"район Братеево";"город Москва, 19-й километр Московской Кольцевой Автодороги, строение 18";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.7801136, 55.61941892]}";
"693";"2017";"857145732";"Южный административный округ";"район Чертаново Северное";"город Москва, Чертановская улица, дом 9, корпус 4";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.60457237, 55.62779706]}";
"694";"2017";"857145801";"Южный административный округ";"район Царицыно";"город Москва, Ереванская улица, дом 28, корпус 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.67813553, 55.62784466]}";
"695";"2017";"857145862";"Южный административный округ";"район Царицыно";"город Москва, улица Бехтерева, дом 27, корпус 2";"4.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.64959866, 55.62595835]}";
"696";"2017";"857145913";"Южный административный округ";"район Чертаново Центральное";"город Москва, Кировоградская улица, дом 18, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.602772, 55.61747448]}";
"697";"2017";"857145950";"Южный административный округ";"район Чертаново Центральное";"город Москва, Днепропетровская улица, дом 35, корпус 1";"14.2";"допустимая";"слабый";"{type=Point, coordinates=[37.58678223, 55.61631968]}";
"698";"2017";"857146022";"Южный административный округ";"район Чертаново Южное";"город Москва, Дорожная улица, дом 29А";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.60884233, 55.57682185]}";
"699";"2017";"857146116";"Южный административный округ";"район Чертаново Южное";"город Москва, улица Академика Янгеля, дом 6";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.591956, 55.5971421]}";
"700";"2017";"857146159";"Юго-Западный административный округ";"Академический район";"город Москва, Большая Черёмушкинская улица, дом 30, корпус 1";"4.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.58360888, 55.67994273]}";
"701";"2017";"857146240";"Юго-Западный административный округ";"Гагаринский район";"город Москва, Ломоносовский проспект, дом 15";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.54066405, 55.6888542]}";
"702";"2017";"857146316";"Западный административный округ";"район Раменки";"город Москва, улица Косыгина, дом 30, строение 2";"9.5";"допустимая";"слабый";"{type=Point, coordinates=[37.54027233, 55.71078743]}";
"703";"2017";"857146374";"Юго-Западный административный округ";"район Зюзино";"город Москва, Чонгарский бульвар, дом 22, корпус 1";"5.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.60320224, 55.6537557]}";
"704";"2017";"857146749";"Юго-Западный административный округ";"район Зюзино";"город Москва, Перекопская улица, дом 7, строение 2";"4.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.58045984, 55.65861299]}";
"705";"2017";"857146850";"Юго-Западный административный округ";"район Коньково";"город Москва, Профсоюзная улица, дом 86, строение 1";"2.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.53324918, 55.6523212]}";
"706";"2017";"857147055";"Юго-Западный административный округ";"район Котловка";"город Москва, Нагорная улица, дом 20, корпус 5";"3.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.60308554, 55.68019677]}";
"707";"2017";"857147162";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Архитектора Власова, дом 20";"3.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.54303238, 55.67094069]}";
"708";"2017";"857147265";"Юго-Западный административный округ";"Обручевский район";"город Москва, Ленинский проспект, дом 97, корпус 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.52286617, 55.67026294]}";
"709";"2017";"857147270";"Юго-Западный административный округ";"район Северное Бутово";"город Москва, Коктебельская улица, дом 11, строение 3";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.58508533, 55.5637435]}";
"710";"2017";"857147369";"Юго-Западный административный округ";"район Ясенево";"город Москва, Профсоюзная улица, дом 123";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.51388095, 55.62401058]}";
"711";"2017";"857256118";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 28, корпус 2";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.47089925, 55.65997734]}";
"712";"2017";"857256253";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Новочерёмушкинская улица, дом 53А";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.56983918, 55.67173889]}";
"713";"2017";"857256316";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, Южнобутовская улица, дом 62";"6.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.52718058, 55.53609794]}";
"714";"2017";"857256378";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 22, корпус 1";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.52671484, 55.60679167]}";
"715";"2017";"857256500";"Юго-Западный административный округ";"район Ясенево";"город Москва, Соловьиный проезд, дом 18";"4.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.5559987, 55.60485215]}";
"716";"2017";"857256597";"Юго-Западный административный округ";"Ломоносовский район";"город Москва, улица Гарибальди, дом 4А, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.53535908, 55.67578629]}";
"717";"2017";"857256624";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, Проектируемый проезд № 185, владение 8, строение 3";"2.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.56967832, 55.5316713]}";
"718";"2017";"857256803";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Поляны, владение 75, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.52406902, 55.5522979]}";
"719";"2017";"857256806";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, Ленинский проспект, дом 146";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.49591643, 55.65670693]}";
"720";"2017";"857256841";"Юго-Западный административный округ";"район Зюзино";"город Москва, Балаклавский проспект, дом 38";"2.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.57651699, 55.6471874]}";
"721";"2017";"857256911";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, улица Тёплый Стан, дом 25, корпус 6";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.47683065, 55.627846]}";
"722";"2017";"857256937";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, Теплостанский проезд, дом 1, корпус 1";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.47105046, 55.63610379]}";
"723";"2017";"857257014";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, улица Островитянова, дом 10/1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.49218632, 55.64381082]}";
"724";"2017";"857257016";"Западный административный округ";"район Дорогомилово";"город Москва, Кутузовский проспект, дом 28";"7.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.53881485, 55.74301602]}";
"725";"2017";"857257120";"Западный административный округ";"район Крылатское";"город Москва, Крылатская улица, дом 25";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.41360583, 55.77051477]}";
"726";"2017";"857257146";"Западный административный округ";"район Кунцево";"город Москва, Молодогвардейская улица, дом 60";"10.0";"допустимая";"слабый";"{type=Point, coordinates=[37.39122452, 55.73439031]}";
"727";"2017";"857257222";"Западный административный округ";"район Кунцево";"город Москва, Рублёвское шоссе, дом 91А";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.42867327, 55.74127323]}";
"728";"2017";"857257224";"Западный административный округ";"Можайский район";"город Москва, улица Толбухина, дом 10, корпус 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.40575202, 55.72032481]}";
"729";"2017";"857257250";"Западный административный округ";"Можайский район";"город Москва, Рябиновая улица, дом 12";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.42233424, 55.71470136]}";
"730";"2017";"857257326";"Западный административный округ";"район Ново-Переделкино";"город Москва, Новоорловская улица, дом 7";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.36300548, 55.63320604]}";
"731";"2017";"857257329";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, улица Генерала Дорохова, дом 18, строение 2";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.44421495, 55.69152146]}";
"732";"2017";"857257435";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Озёрная улица, дом 14";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.4574389, 55.68030882]}";
"733";"2017";"857257440";"Западный административный округ";"район Проспект Вернадского";"город Москва, улица Удальцова, дом 65Б";"1.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.50179889, 55.67843154]}";
"734";"2017";"857257575";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"2.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.52189284, 55.70697183]}";
"735";"2017";"857257655";"Западный административный округ";"район Раменки";"город Москва, улица Дружбы, дом 6, корпус 1";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.51613746, 55.70941607]}";
"736";"2017";"857257686";"Западный административный округ";"район Раменки";"город Москва, Минская улица, дом 1А";"3.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.49986884, 55.71888968]}";
"737";"2017";"857257768";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, проспект Вернадского, дом 86, строение 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.47723147, 55.66093164]}";
"738";"2017";"857257796";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, владение 21А";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.45800869, 55.67255965]}";
"739";"2017";"857257876";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 34, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.46519728, 55.65893837]}";
"740";"2017";"857257882";"Западный административный округ";"район Филёвский Парк";"город Москва, Тучковская улица, дом 9";"7.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.5097133, 55.74732101]}";
"741";"2017";"857257963";"Западный административный округ";"район Кунцево";"город Москва, Молодогвардейская улица, дом 66";"2.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.38002505, 55.7325952]}";
"742";"2017";"857257993";"Западный административный округ";"район Дорогомилово";"город Москва, Бережковская набережная, дом 14";"11.9";"допустимая";"слабый";"{type=Point, coordinates=[37.56314193, 55.73698443]}";
"743";"2017";"857258109";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Рябиновая улица, владение 73";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.436266, 55.67656637]}";
"744";"2017";"857258189";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 63";"2.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.39416048, 55.70864244]}";
"745";"2017";"857258222";"Западный административный округ";"район Кунцево";"город Москва, 3-я Черепковская улица, дом 15А, строение 7";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.37968725, 55.75657656]}";
"746";"2017";"857258302";"Западный административный округ";"район Кунцево";"город Москва, Оршанская улица, дом 10, корпус 1";"2.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.41055562, 55.74294135]}";
"747";"2017";"857258332";"Северо-Западный административный округ";"район Куркино";"город Москва, улица Соловьиная Роща, дом 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.4018877, 55.88987856]}";
"748";"2017";"857258362";"Северо-Западный административный округ";"район Митино";"город Москва, улица Барышиха, дом 40";"2.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.34313877, 55.85287626]}";
"749";"2017";"857258442";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, 1-й Тушинский проезд, дом 3";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.42309118, 55.83259849]}";
"750";"2017";"857258495";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, Волоколамское шоссе, дом 90, строение 2";"5.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.44123394, 55.8260519]}";
"751";"2017";"857258546";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, Иваньковское шоссе, дом 12, строение 1";"2.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.46675703, 55.82325998]}";
"752";"2017";"857258598";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, бульвар Яна Райниса, дом 20, корпус 2";"5.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.417329, 55.85096595]}";
"753";"2017";"857258649";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Кулакова, дом 23";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.39382982, 55.80324575]}";
"754";"2017";"857258651";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Твардовского, дом 18, корпус 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.41006529, 55.79832976]}";
"755";"2017";"857258727";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Бирюзова, дом 43";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.48011482, 55.79990593]}";
"756";"2017";"857258754";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Берзарина, дом 23";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.47286088, 55.78802403]}";
"757";"2017";"857258772";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, бульвар Генерала Карбышева, дом 8";"3.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.47134015, 55.7788477]}";
"758";"2017";"857258860";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Шеногина, дом 4, строение 1";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.50600983, 55.76371301]}";
"759";"2017";"857258861";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, Таманская улица, домовладение 46, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.41376466, 55.79065687]}";
"760";"2017";"857258963";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, 4-я линия Хорошёвского Серебряного Бора, дом 15";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.40882368, 55.78214402]}";
"761";"2017";"857258971";"Северо-Западный административный округ";"район Южное Тушино";"город Москва, Походный проезд, дом 6";"2.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.411262, 55.83484677]}";
"762";"2017";"857259067";"Северо-Западный административный округ";"район Щукино";"город Москва, Щукинская улица, дом 2, строение 1";"15.2";"допустимая";"слабый";"{type=Point, coordinates=[37.48291001, 55.81037967]}";
"763";"2017";"857259091";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Исаковского, дом 25, корпус 2";"2.1";"допустимая";"минимальный";"{type=Point, coordinates=[37.42209485, 55.80716551]}";
"764";"2017";"857259170";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Исаковского, дом 2, корпус 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.39738852, 55.81895125]}";
"765";"2017";"857259172";"Северо-Западный административный округ";"район Куркино";"город Москва, Куркинское шоссе, дом 29";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.38224477, 55.88453629]}";
"766";"2017";"857259273";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, улица Вилиса Лациса, дом 2, корпус 1";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.4323684, 55.86670643]}";
"767";"2017";"857259274";"Северо-Западный административный округ";"район Митино";"город Москва, Пятницкое шоссе, дом 36, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.36424462, 55.85536325]}";
"768";"2017";"857259351";"Северо-Западный административный округ";"район Митино";"город Москва, 2-я улица Рославка, дом 14, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.37373276, 55.83411498]}";
"769";"2017";"857259378";"Северо-Западный административный округ";"район Строгино";"город Москва, 1-я Лыковская улица, дом 99, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.40198255, 55.79111543]}";
"770";"2017";"857259379";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Исаковского, дом 14, корпус 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.40840908, 55.81278531]}";
"771";"2017";"857259480";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, улица Свободы, дом 56, строение 4";"2.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.45044644, 55.8606191]}";
"772";"2017";"857259685";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Калужское шоссе, дом 17";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.31482804, 55.47496133]}";
"773";"2017";"857259788";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, микрорайон ""В"", дом 49А";"5.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.30150183, 55.49043355]}";
"774";"2017";"857259789";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Академическая площадь, дом 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.30752581, 55.48544378]}";
"775";"2017";"857259892";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Лесхозная улица, дом 7";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.3155571, 55.47537209]}";
"776";"2017";"857259912";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Октябрьский проспект, дом 12";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.29625583, 55.47464558]}";
"777";"2017";"857259996";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, улица Пушковых, дом 9";"3.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.30800687, 55.4768445]}";
"778";"2017";"857260067";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Центральная улица, дом 10";"1.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.30491592, 55.47305866]}";
"779";"2017";"857260100";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Солнечная улица, дом 10";"10.1";"допустимая";"слабый";"{type=Point, coordinates=[37.29284054, 55.46919302]}";
"780";"2017";"857260202";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Школьная улица, дом 9";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.30217036, 55.4740815]}";
"781";"2017";"857260234";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, Фабричная площадь, дом 4";"5.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.31008064, 55.49214632]}";
"782";"2017";"857260306";"Троицкий административный округ";"поселение Троицк";"город Москва, город Троицк, улица Полковника Милиции Курочкина, дом 11";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.29895213, 55.48769198]}";
"783";"2017";"857260406";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Сосенки, Ясеневая улица, дом 1, корпус 1";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.44329375, 55.56716449]}";
"784";"2017";"857260409";"Новомосковский административный округ";"поселение Московский";"город Москва, поселение Московский, деревня Картмазово, Московская улица, дом 40";"2.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.38815039, 55.61484781]}";
"785";"2017";"857260718";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Железнодорожная улица, домовладение 2Б, строение 1";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.56190083, 55.50599252]}";
"786";"2017";"857261032";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Зелёная улица, дом 28А";"4.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.54482934, 55.48850124]}";
"787";"2017";"857261240";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, 2-я Барышевская улица, дом 5";"4.1";"допустимая";"минимальный";"{type=Point, coordinates=[37.54426385, 55.49616325]}";
"788";"2017";"857261292";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Октябрьская улица, дом 23";"3.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.55586049, 55.49592062]}";
"789";"2017";"857261343";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Юбилейная улица, дом 6";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.56630872, 55.50751071]}";
