Name;Adress;Description;Year;X;Y
"Стартовые площадки";"Кавказский бульвар, вл. 40";"";2021;55.6285764;37.653101
"Жилой дом по программе реновации";"Ереванская ул., вл. 6 (присв. - Ереванская ул., д. 8)";"";2021;55.6296834;37.6697415
"Стартовые площадки";"ул. Бехтерева, вл. 3, з/у1 (мкр. 4, корп. 402)";"";2021;55.6272958;37.6473096
"Стартовые площадки";"Симферопольский пр-д, влд. 7, стр. 1";"";2021;55.665547;37.6163092
"Стартовые площадки";"Варшавское шоссе, влд. 47, к. 2";"";;55.67925;37.627876
"Стартовые площадки";"ул. Речников, влд. 18-20";"";2022;55.6808732;37.6910056
"Стартовые площадки";"Севастопольский пр-кт, влд. 7, к. 6/1";"";2022;55.6908219;37.6096114
"Жилой дом по программе реновации";"5-й Рощинский проезд, з/у 1 (5-й Рощинский пр-д, д. 1)";"";2020;55.7098619;37.6138663
"Стартовые площадки";"Харьковский пр-д, влд. 1/1";"";2021;55.5963217;37.6474915
"Жилой дом по программе реновации";"Булатниковский пр., вл. 16А (присв. - Булатниковский пр., д. 16Б)";"";2021;55.577795;37.658778
"Жилой дом по программе реновации";"Загорьевская ул., вл. 2/1 (присв. - Загорьевская ул., д. 2, корп. 1)";"";2021;55.5806663;37.6741483
"Стартовые площадки";"ул. Петра Романова, влд. 18";"";2021;55.7042208;37.682388
"Стартовые площадки";"ул. Чистова, вл. 3А, стр. 1";"";2020;55.6981203;37.73646
"Стартовые площадки";"ул. Паперника, влд. 12";"";2020;55.7207774;37.791495
"Стартовые площадки";"ул. Новохохловская, з/у 1";"";2023;55.7243748;37.7189763
"Жилой дом по программе реновации";"Верхние Поля ул., вл. 19, к. 2 (ул. Краснодонская, д. 48)";"";2021;55.6679159;37.7494399
"Жилой дом по программе реновации";"Люблинская ул., вл. 111, к. 2 (присв. - Люблинская ул., д. 111Б, корп. 1, корп. 2)";"";2021;55.681366;37.738719
"Стартовые площадки";"Люблинская ул., вл. 109, к. 1";"";2022;55.682478;37.738234
"Жилой дом по программе реновации";"ул. Краснодонская, влд. 46/1 (Краснодонская ул., д. 46/1)";"";;55.668487;37.7497101
"Жилой дом по программе реновации";"Люблинская ул., влд. 113";"";2021;55.678433;37.739393
"Стартовые площадки";"Шепелюгинская ул., вл. 16";"";2021;55.7453421;37.7022716
"Стартовые площадки";"2-я улица Синичкина, вл. 7, з/у 1 (Лефортово, кв. 3, корп. 6)";"";2021;55.7624074;37.7130924
"Стартовые площадки";"ул. Юных Ленинцев, влд. 99/1";"";2020;55.6990764;37.7802109
"Жилой дом по программе реновации";"Юных Ленинцев ул., вл. 73 (присв. - Юных Ленинцев ул., д. 73)";"";2021;55.7008901;37.7684181
"Стартовые площадки";"ул. Юных Ленинцев, влд. 117";"";2020;55.6982096;37.7865067
"Стартовые площадки";"ул. Зеленодольская, влд. 28, корп. 4";"";2020;55.7120246;37.7708301
"Стартовые площадки";"ул. Жигулевская, вл. 3";"";2021;55.7127565;37.7629259
"Жилой дом по программе реновации";"Волгоградский пр-т, вл. 163 (присв. - Волгоградский пр-т, д. 161А)";"";2020;55.7033636;37.7867455
"Жилой дом по программе реновации";"Кузьминки, кв. 116, корп. 2 (присв. - Шумилова ул., д. 24А)";"";2020;55.7084054;37.7742176
"Стартовые площадки";"кв. 116, корп. 1  (ул. Шумилова, влд. 4)";"";2021;55.7084054;37.7742176
"Жилой дом по программе реновации";"Волгоградский пр-т, вл. 103-2 (кв. 115, корп. 18) (присв. - Волгоградский пр-т, д. 105А)";"";2020;55.7076721;37.7493027
"Жилой дом по программе реновации";"Кузьминки, кв. 115, корп. 17 (присв. - Волгоградский пр-т, д. 103А)";"";2020;55.7076721;37.7493027
"Стартовые площадки";"ул. Академика Скрябина, вл. 3 (Ферганская ул., вл. 5)";"";2023;55.7134467;37.7981038
"Жилой дом по программе реновации";"Константина Федина ул., вл. 13-19 (присв. - Константина Федина ул., д. 13)";"";2020;55.8066186;37.7978312
"Жилой дом по программе реновации";"15-я Парковая ул., д. 42, корп. 5 (15-я Парковая ул., влд. 42А)";"";2021;55.798429;37.788737
"Стартовые площадки";"ул. 15-я Парковая, влд. 46А";"";2020;55.7540471;37.620405
"Жилой дом по программе реновации";"Зеленый пр-т, вл. 27А (присв. - Зеленый пр-т, д. 27А)";"";2020;55.7519689;37.7885943
"Жилой дом по программе реновации";"2-я Владимирская ул., вл. 30 (присв. - 2-я Владимирская ул., д. 30)";"";2021;55.7526342;37.7817561
"Жилой дом по программе реновации";"Плеханова ул., вл. 22";"";2020;55.7422161;37.7651137
"Жилой дом по программе реновации";"Плеханова ул., вл. 18 (присв.- Плеханова ул., д. 18)";"";2021;55.7440948;37.7639601
"Стартовые площадки";"Открытое шоссе, влд. 30, з/у 1";"";2022;55.8284879;37.7709098
"Жилой дом по программе реновации";"Открытое ш., вл. 26, корп. 6 (присв. - Открытое ш., д. 26, корп. 6)";"";2021;55.8259588;37.7648491
"Стартовые площадки";"ул. Каскадная, влд. 21, з/у 2";"";2020;55.708532;37.8716559
"Стартовые площадки";"ул. Каскадная, влд. 21, з/у 1";"";2020;55.708532;37.8716559
"Жилой дом по программе реновации";"Оренбургская ул., вл. 3 (присв. - ул. Оренбургская, д. 3)";"";2020;51.9718716;53.9079021
"Жилой дом по программе реновации";"Чёрное Озеро ул., вл. 4 (присв. - Чёрное Озеро ул., д. 4)";"";2020;55.7164639;37.8597638
"Стартовые площадки";"Измайловский проезд, влд. 5, з/у 1";"";2021;55.7959711;37.7681922
"Жилой дом по программе реновации";"мкр. 40-52, корп. 5 (присв. - Зелёный пр-т, д. 93А)";"";2020;55.7532572;37.7967103
"Жилой дом по программе реновации";"мкр. 40-52, корп. 2 (Зелёный пр-т, вл. 99А) Присвоенный адрес:  пр-кт Зеленый, д. 97А";"";2021;55.7532572;37.7967103
"Стартовые площадки";"Щелковское шоссе, д. 71, корп. 1 и д. 73";"";2021;55.8104853;37.7953951
"Стартовые площадки";"16-я Парковая ул., вл. 12, стр. 1";"";2023;55.7540471;37.620405
"Жилой дом по программе реновации";"15-я Парковая ул., вл. 27, з/у 1 (присв. - 15-я Парковая ул., д. 27/1)";"";2021;55.6590445;37.3575708
"Жилой дом по программе реновации";"13-я Парковая ул., вл. 16А (присв. - 13-я Парковая ул., д. 16А)";"";2021;55.8007858;37.8300863
"Жилой дом по программе реновации";"Миллионная ул, вл. 3 (присв. - Миллионная, д. 3, к. 1)";"";2020;53.3980252;36.9212132
"Жилой дом по программе реновации";"Дежнева пр., вл. 8 (присв. - Дежнева пр., д. 8)";"";2020;55.8720293;37.6428732
"Стартовые площадки";"проезд Нансена, вл. 8";"";;55.850734;37.6535261
"Стартовые площадки";"ул. Молодцова, д. 33, корп. 1";"";2021;55.8793719;37.6217324
"Жилой дом по программе реновации";"Сельскохозяйственная ул., вл. 14 (присв. - Сельскохозяйственная ул., д. 14, корп. 3)";"";2020;55.835685;37.643884
"Стартовые площадки";"ТПУ «Марьина Роща»";"";2021;44.6191578;38.0292396
"Стартовые площадки";"Шереметьевская ул., вл. 13, корп. 1";"";2021;55.7969061;37.6153782
"Стартовые площадки";"Шереметьевская ул., вл. 5, корп. 1";"";2021;55.7947918;37.6154292
"Жилой дом по программе реновации";"Октябрьская ул., вл. 105 (присв. - 1-й Стрелецкий пр., д. 18)";"";2020;55.7997134;37.6086278
"Стартовые площадки";"Гостиничный проезд, вл. 8А";"";2023;55.846316;37.5776179
"Стартовые площадки";"ул. Тайнинская, вл. 13";"";2020;55.8832604;37.6850935
"Стартовые площадки";"мкр. 3, корп. 53 (ул. Изумрудная, влд. 34)";"";2021;55.8697992;37.6776652
"Жилой дом по программе реновации";"Изумрудная ул, вл. 26А (мкр. 3, корп. 51) (присв. - Изумрудная ул., д. 24, корп. 1)";"";2019;55.872223;37.6849535
"Жилой дом по программе реновации";"мкр. 78, корп. 66 (присв. - Фонвизина ул., д. 7А)";"";2021;55.8214911;37.5828482
"Стартовые площадки";"ул. Староалексеевская, вл. 3";"";2021;55.8102835;37.6429564
"Жилой дом по программе реновации";"Астрадамская ул., вл. 9А (присв. - Астрадамский пр., д. 9)";"";2021;55.812854;37.5625146
"Стартовые площадки";"3-й Новомихалковский проезд, влд. 8, к. 1";"";2021;55.838594;37.5376281
"Стартовые площадки";"ул. Талдомская, напротив вл. 1";"";2022;55.8697296;37.5130823
"Стартовые площадки";"ул. Базовская, вл. 15, корп. 16";"";2021;55.8819983;37.5150537
"Жилой дом по программе реновации";"Ангарская ул., вл. 33 (присв. - Ангарская ул., д. 33А)";"";2020;55.8786693;37.5213721
"Жилой дом по программе реновации";"Смольная ул., вл. 21";"";2021;55.8493559;37.495865
"Стартовые площадки";"Кронштадтский бульвар, вл. 55А";"";2021;55.8526638;37.5150067
"Стартовые площадки";"Онежская ул., вл. 35, корп. 6";"";2021;55.8546027;37.5113324
"Жилой дом по программе реновации";"Дмитровское ш., вл. 55 (присв. - Дмитровское ш., д. 55)";"";2021;55.843414;37.566072
"Стартовые площадки";"Онежская ул., вл. 35, корп. 5";"";2021;55.8546027;37.5113324
"Жилой дом по программе реновации";"Флотская ул., вл. 68, корп. 2 (присв. - Флотская ул., д. 68, корп. 2)";"";2021;55.856184;37.509586
"Жилой дом по программе реновации";"Флотская ул., вл. 68, корп. 1 (присв. - Флотская ул., д. 68, корп. 1)";"";2021;55.856523;37.510448
"Жилой дом по программе реновации";"Авангардная ул., вл. 10 (присв. - Авангардная ул., д. 10А)";"";2021;55.8459359;37.4910629
"Жилой дом по программе реновации";"Нарвская ул., вл. 5 (присв. - Нарвская ул., д. 5А)";"";2020;55.832363;37.5044775
"Стартовые площадки";"район Бескудниковский, кв. 8, 9, корп. 20";"";2020;55.7540471;37.620405
"Стартовые площадки";"Бескудниковский, кв. 8, 9, к. 1";"";2021;55.8609153;37.564595
"Стартовые площадки";"ул. Мельникова, д. 2";"";2022;55.7277335;37.6763063
"Стартовые площадки";"Русаковская ул., д. 6";"";2021;55.7826116;37.673125
"Стартовые площадки";"Русаковская ул., д. 2/1, стр. 1, 2";"";2022;55.7811003;37.6710542
"Стартовые площадки";"ул. Бауманская, вл. 47/1";"";2022;55.7697543;37.6813818
"Стартовые площадки";"Бакунинская ул., вл. 60";"";2021;55.7771866;37.6899842
"Жилой дом по программе реновации";"Свободы ул., вл. 67, корп. 5 (присв. - Свободы ул., д. 67А)";"";2021;55.8569682;37.4471042
"Стартовые площадки";"кв. 71, корп. 18";"";2020;;
"Жилой дом по программе реновации";"кв. 32-33, корп. 77-1 (присв. - Вернадского пр., д. 73)";"";2019;55.6021065;37.3520277
"Жилой дом по программе реновации";"Проспект Вернадского, кв. 32-33, корп. 54 (присв. - Ленинский пр-т, д. 134)";"";2019;55.6826013;37.5370379
"Жилой дом по программе реновации";"кв. 44-47, корп. 12 (присв. - Профсоюзная ул., д. 98, корп. 2)";"";2020;55.6468993;37.526655
"Стартовые площадки";"район Коньково, кв. 44-47, корп. 11";"";2020;55.7540471;37.620405
"Жилой дом по программе реновации";"Борисовские Пруды ул., вл. 7, корп. 2 (присв. - Борисовские Пруды ул., д. 7, корп. 2)";"";2019;55.6364985;37.715843
"Жилой дом по программе реновации";"Артюхиной ул., вл. 28А (присв. - Артюхиной ул., д. 28А)";"";2019;55.6939133;37.7385229
"Жилой дом по программе реновации";"Фрезер ш., д. 7/2";"";2020;55.7394374;37.7367771
"Жилой дом по программе реновации";"Шокальского пр., д. 33 (присв. - Шокальского пр., д. 33)";"";2019;55.8826559;37.6483914
"Жилой дом по программе реновации";"Коминтерна ул., вл. 12 (присв. - Коминтерна ул., д. 12)";"";2019;55.8624296;37.6776569
"Жилой дом по программе реновации";"Тимирязевская ул., вл. 8 (присв. - Тимирязевская ул., д. 8, корп. 2)";"";2020;55.8109072;37.5693009
"Стартовая площадка реновации";"Соболевский проезд, д. 20б";"";2021;55.834731;37.5235384
"Жилой дом по программе реновации";"Долгопрудная ул., д. 7 (присв. - Долгопрудная ул., д. 7)";"";2020;55.8933095;37.5391782
"Жилой дом по программе реновации";"Бескудниковский, мкр. 5, корп. 7 (присв. - Дмитровское ш., д. 70)";"";2019;55.81303;37.57696
"Жилой дом по программе реновации";"Шмитовский пр., вл. 39, Мукомольный пр., вл. 6 (присв. - Мукомольный пр-д, д. 2)";"";2019;55.75133;37.526896
"Досуговый центр";"Москва, ЮЗАО, район Теплый Стан, ул. Академика Виноградова, вл. 7, корп. 13";"";2022;55.6340324;37.4835368
"Реконструкция офисного здания";"Москва, ВАО, Северное Измайлово, ул. 7-я Парковая, д. 33, корп. 6";"";2019;55.8043848;37.7923509
"Офисно-гостиничный комплекс";"г. Москва, ул. Зорге, вл. 1";"";2019;55.7787532;37.5124565
"Жилой дом с подземной автостоянкой";"Москва, ЮВАО, Люблино, Сорок лет Октября просп. вл. 36";"";2021;55.6737145;37.7455594
"Административное здание";"Москва, ВАО, Гольяново, Байкальская ул. вл. 42";"";2020;55.8169051;37.8131547
"Физкультурно-оздоровительный комплекс (с бассейном)";"г. Москва, ул. Суздальская, вл. 44";"";2021;55.7444376;37.8648788
"Культурно-досуговый центр";"Москва, ВАО, Косино-Ухтомский, ул. Лухмановская, вл. 8";"";2020;55.7145795;37.8996524
"Физкультурно-оздоровительный комплекс";"г. Москва, ул. Бунинская аллея, микрорайон 5А, корпус 14";"";2021;55.5361094;37.5151033
"Солнцево – Бутово – Варшавское шоссе";"";"В Новой Москве строится новая автомагистраль Солнцево – Бутово – Варшавское шоссе. Она обеспечит поперечную связь между районами и станет полноценным дублером МКАД на юго-западе столицы.";2021;;
"Жилой дом с встроенно-пристроенным ДОУ, с инженерными сетями и благоустройством территории";"г. Москва, ул. Вавилова, вл. 52";"";2021;55.6895263;37.55735
"Общественно-административное здание (реконструкция)";"Москва, ЦАО, Якиманка, Мытная ул. вл. 42-44 стр. 12";"";2020;55.7207991;37.6175105
"Реконструкция кузовного цеха АМО ЗИЛ с устройством надземной автостоянки, офисных помещений и апартаментов. 1 этап - гараж";"Автозаводская ул. вл. 23 стр. 120, 120Б";"";2021;55.7012465;37.6426337
"Легкоатлетический манеж (ГБУ "Спортивная школа № 82 " Москомспорта)";"ул. Инженерная, вл. 5а";"";2021;55.8791624;37.5794022
"Многофункциональный жилой комплекс с подземной автостоянкой ";"Москва, ЦАО, Хамовники, Большой Саввинский пер., вл. 2-4-6, стр. 1, 5, 6, 15, 17, вл. 4";"";2021;55.7453863;37.5909507
"Культурно-досуговый центр в районе Строгино на месте сноса кинотеатра "Таджикистан"";"Москва, СЗАО, Строгино, ул. Катукова маршала, д. 8";"";2021;55.8095231;37.402352
"Реконструкция с пристройками административного здания";"Москва, ЦАО, район Красносельский, Сретенский бульвар, вл. 9/2, стр. 1, 2";"";2021;55.7667163;37.6350451
"Жилой дом";"Москва, САО, район Левобережный, мкр. 2, уч. 2Е, корп. 28";"";2020;55.7540471;37.620405
"Административное здание";"Русаковская ул., д.13, стр.3";"";2019;55.7839913;37.6733569
"Многофункциональный жилой комплекс с гостиницей и подземной автостоянкой";"Москва, ЦАО, район Пресненский, ул. Б.Никитская, вл. 9/15, стр. 1, пер. Средний Кисловский, вл. 2/15, стр. 2";"";2023;55.7544269;37.606235
"Жилой комплекс";"Москва, ул. Вавилова, вл. 27-31";"";2019;55.694109;37.565946
"Яхромская (Улица 800-летия Москвы)";"";"Предпоследняя станция метро на северном участке продления Люблинско-Дмитровской линии Московского метрополитена.";2022;;
"Лианозово";"";"Станция метро «Лианозово», которая будет располагаться практически у МКАД и временно станет конечной на Люблинско-Дмитровской линии, позволит разгрузить дороги на севере Москвы.";2020;;
"Нижегородская";"Россия, Москва, Рязанский проспект";"В дизайне «Нижегородской» отражен образ конструктора «Лего». Станцию поделили на части с помощью цвета, что помогает пассажирам ориентироваться.";2020;55.719348;37.781174
"Многофункциональный медицинский центр. 1-й этап строительства";"Москва, ЦАО, район Мещанский, проспект Мира, вл. 8";"";2022;55.773662;37.6327
"Корректировка третьего пускового комплекса (8-9 этажи) строительства многоэтажного гаража стоянки ГСК "Северный"";"Москва, СВАО, Отрадное, Сигнальный проезд, вл. 18";"";2021;55.8521249;37.6044369
"Реконструкция комбинированной установки каталитического крекинга Г-43-107 на АО "Газпромнефть-МНПЗ", этап: 2-й этап";"Москва, ЮВАО, Капотня, Капотня кв. 2 д. 1 корп. 3";"";2019;55.6421839;37.8156579
"Нагатинский Затон";"Россия, Москва, Коломенская улица";"«Нагатинский Затон» – станция восточного участка Большого кольца метро, следующая за станцией «Печатники».";2022;55.6781812;37.6939982
"Консультативно-диагностический центр с поликлиникой на 750 посещений в смену на территории Городской клинической больницы № 64";"ул. Вавилова, вл. 61";"";2020;55.6874703;37.5582096
"Жилой дом с подземной автостоянкой";"Москва, САО, район Тимирязевский, ул. Ивановская, вл. 16, стр. 1 и вл. 18, стр. 2";"";2021;55.7540471;37.620405
"Сельскохозяйственный торговый комплекс "ЭКОФЕРМА"";"Москва, ВАО, Вешняки, ул. Вешняковская, вл.12А ";"";2019;55.7347659;37.8272397
"Храмовый комплекс";"Москва, СЗАО, Южное Тушино, ул. , вл. 33-35";"";2021;55.5238016;37.3752105
"Гостиница";"Москва, СВАО, Северный, Дмитровское шоссе, мкр.9";"";2021;55.815494;37.575396
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"Москва, ЮВАО, Рязанский, Полетаева Федора ул. вл. 15А стр. 1; вл. 15 корп. 5,";"";2019;55.7105358;37.7840956
"Многофункциональный комплекс с подземной автостоянкой";"Москва, ЗАО, район Проспект Вернадского, Ленинский проспект, вл. 90/2";"";2021;55.6746096;37.5242592
"Жилой дом с учебным центром";"г. Москва, ЮАО, ул. Нагатинская, вл. 4, корп. 3";"";2021;55.6802015;37.6326892
"Здание Тверского и Мещанского районных судов";"Каланчёвская ул., д. 43, стр. 1-1А";"";2021;55.7777605;37.6469318
"Пристройка на 300 мест к зданию ГБОУ СОШ № 324 "Жар-Птица" (корректировка) (увеличение вместимости объекта с 300 до 350 мест)";"Москва, ЗАО, район Проспект Вернадского, ул. Лобачевского, д. 66";"";2021;55.6762862;37.4938144
"Жилой комплекс";"Москва, САО, Левобережный, мкр. 2 Г, корп. 17, 18, 19";"";2021;55.4846387;37.3067639
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями ";"Москва, САО, район Савеловский, ул. Мишина, вл. 14";"";2019;55.7944141;37.5661213
"Подземная автостоянка Г10 на 132 машиноместа многофункциональной жилой застройки в районе Митино вблизи с. Рождествено";"вблизи с. Рождествено участок № 6.1";"";2021;55.9545903;36.3805487
"Подземная автостоянка Г15 на 132 машиноместа многофункциональной жилой застройки";"СЗАО, Митино, вблизи с. Рождествено участок № 6.2";"";2022;55.1987903;37.0735713
"Подземная автостоянка Г9 на 201 машиноместо многофункциональной жилой застройки в районе Митино вблизи с. Рождествено (участок № 6.1)";"вблизи с. Рождествено участок № 6.1";"";2021;55.9545903;36.3805487
"Жилой комплекс с подземной автостоянкой";"Москва, ЦАО, Замоскворечье, Ордынский Б. пер. вл. 4 стр. 2-7";"";2021;55.7349899;37.6260717
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"Ленинский проспект, вл.154, корп.2";"";2019;55.6536376;37.4869899
"Многоквартирный жилой дом с подземной автостоянкой";"Москва, ЦАО, Таганский, Андроньевская Б. ул. вл. 7/14 стр. 1, 2, 3";"";2019;55.7441633;37.6711726
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"г. Москва, ЮАО, район Чертаново Южное, ул. Чертановская, вл. 59";"";2019;55.600164;37.5898336
"Жилой комплекс с развитой инфраструктурой ";"Москва, ЮАО, Донской, Донской 5-й пр., вл. 21, корп. 6";"";2022;55.7039661;37.5933304
"Жилой комплекс с подземной автостоянкой и дошкольным образовательным учреждением";"Москва, ЮВАО, Рязанский, Михайлова ул. вл. 31";"";2019;55.7258005;37.7740343
"Футбольное поле с инфраструктурой для ГБУ "Спортивно-адаптивная школа" Москомспорта";"Москва, СВАО, Северное Медведково, Студёный проезд,  вл. 1-3";"";2020;55.8933214;37.6629373
"Административно-деловой центр. 1 этап";"Москва, ЗАО, район Внуково, пос. Внуково, ул. Центральная, вл. 8, стр. 1, 15";"";2019;55.6109919;37.2870832
"Пристройка к жилому дому";"Москва, ЦАО, район Таганский, Рабочая улица, вл. 19-23";"";2019;55.7409392;37.6875341
"Подстанция скорой медицинской помощи № 17 на 20 машиномест";"г. Москва, СВАО, ул. Летчика Бабушкина, вл. 13А, стр. 2, 3, 4, 5, 6";"";2019;55.8630311;37.672857
"Спортклуб";"г. Москва, СВАО, проезд Шокальского,  вл. 9-9а";"";2020;55.8821991;37.659169
"Многофункциональный общественный центр шаговой доступности "Ангара". Реконструкция кинотеатра "Ангара".";"Москва, ЮАО, Нагорный, Чонгарский бульвар, вл. 7";"";2019;55.6513335;37.6123698
"БНК на 300 мест (с возможностью трансформации в дошкольное отделение на 300 мест) к ГБОУ средней общеобразовательной школе № 2109";"Москва, ЮЗАО, район Южное Бутово, Щербинка, мкр. 3, ул. Брусилова, д. 29, корп. 1";"";2021;55.5019344;37.5928732
"Проект планировки";"Москва, ЗАО, район Филевский парк, ул. Заречная, вл. 2/1";"";2021;55.7497953;37.5164011
"Жилой комплекс со встроенно-пристроенными нежилыми помещениями, встроенно-пристроенным ДОУ и подземной стоянкой автомобилей. 1 этап строительства";"Москва, САО, район Хорошевский, Хорошевское шоссе, вл. 25";"";2021;55.777099;37.526932
"Жилой комплекс со встроенно-пристроенными нежилыми помещениями, встроенно-пристроенным ДОУ и подземной стоянкой автомобилей. 2 этап строительства";"Москва, САО, район Хорошевский, Хорошевское шоссе, вл. 25";"";2021;55.777099;37.526932
"Жилой комплекс со встроенно-пристроенными нежилыми помещениями, встроенно-пристроенным ДОУ и подземной стоянкой автомобилей. 3 этап строительства";"Москва, САО, Хорошевский, Хорошевское шоссе вл. 25";"";2022;55.777099;37.526932
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"Москва, СЗАО, район Южное Тушино, ул. Фабрициуса, вл. 18, стр. 1, стр. 2";"";2019;55.8439359;37.446756
"Многофункциональный комплекс";"Сущевский Вал, вл.49";"";2021;55.7937057;37.6121315
"Православный Храмовый комплекс";"Москва, ЗАО, район Фили-Давыдково, ул. Давыдковская, напротив вл. 12";"";2025;55.7217692;37.4717752
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"г. Москва, ВАО, ул. Вешняковская, д. 18Г";"";2019;55.7238111;37.8241686
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями ";"г. Москва, ВАО, ул. Вешняковская, вл. 10";"";2021;55.735422;37.8265837
"Строительство микрорайона № 2 жилого района Северный Северо-Восточного Административного округа г. Москвы", III очередь строительства: Жилые дома К-9, К-10, гараж-стоянка Г1, МФЦ, внутриквартальные сети и дороги. 1-й этап: жилой дом К-9";"Москва, СВАО, Северный, Северный пос. мкр. I-Б.1, I-Б.2, I-Б.3 и II";"";2019;55.943941;37.555418
""Строительство микрорайона № 2 жилого района Северный Северо-Восточного Административного округа г. Москвы", III очередь строительства: Жилые дома К-9, К-10, гараж-стоянка Г1, МФЦ, внутриквартальные сети и дороги. 2-й этап: жилой дом К-10";"Москва, СВАО, Северный, пос. Северный, мкр. I-Б.1, I-Б.2, I-Б.3 и II";"";2019;55.943941;37.555418
"Индивидуальный жилой дом с подземной автостоянкой";"Москва, ЮАО, Царицыно, бульвар Кавказский, вл. 27, корп. 2";"";2019;55.6279861;37.6675391
"Многоквартирные жилые дома переменной этажности с подземной автостоянкой (2-ая очередь строительства, 2-й пусковой комплекс)";"Москва, ЮВАО, Нижегородский, Рязанский пр. вл. 2";"";2019;55.7303368;37.7372765
"Здание нежилое административное";"Москва, ЦАО, Басманный, Токмаков пер. д. 11 стр. 1";"";2020;55.7671874;37.6696726
"Досуговый центр";"Москва, ЗАО, район Ново-Переделкино, Боровское шоссе, мкр. 11А, корп 225";"";2021;55.658891;37.405705
"Школа на 550 мест";"г. Москва, СЗАО, ул. Твардовского, вл. 2-14";"";2020;55.7945039;37.3999898
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"Москва, СВАО, Лианозово, ул. Абрамцевская, вл. 10";"";2019;55.8956144;37.5747242
"Складской комплекс";"Голубинская ул. вл. 8А  кад.№77:06:0009001:92";"";2021;55.606614;37.506747
"Больничный храм Покрова Пресвятой Богородицы при Морозовской детской городской клинической больнице г. Москвы";"Москва, ЦАО, Замоскворечье, Добрынинский 4-й пер. вл. 1/9";"";2021;55.7249027;37.6186993
"Многофункциональный жилой комплекс в городском квартале 473 района Хамовники города Москвы по адресу: г. Москва, ЦАО, ул. Усачёва, вл. 11, 4-я очередь строительства участок №2 квартал № 2 (корпуса жилой застройки №№ 2.5, 2.6, 2.7, 2.10)";"Москва, ЦАО, Хамовники, Усачева ул. вл. 11";"";2022;55.7266631;37.5726117
"Жилой комплекс. Корпус 1 с подземной автостоянкой. Первый этап строительства.";"г. Москва, САО, ул. Черняховского, вл. 19 ";"";2019;55.8082074;37.5394703
"Торговый комплекс";"Москва, ЮЗАО, район Черёмушки, Нахимовский проспект, вл. 59А";"";2021;55.6786359;37.5604552
"Многофункциональная жилая застройка. 4 этап - корпус №15.1";"г. Москва, СЗАО, Митино, вблизи с. Рождествено";"";2022;55.1987903;37.0735713
"Здание научно-технического центра ОАО «ТМК»";"Москва, территория инновационного центра "Сколково"";"";2019;55.6972879;37.3564687
"Многофункциональная жилая застройка. 4 этап - корпус №15";"г. Москва, СЗАО, Митино, вблизи с. Рождествено";"";2022;55.1987903;37.0735713
"Многофункциональный жилой комплекс "Лучи" (2-й этап)";"Москва, ЗАО, Солнцево, Производственная ул. вл. 6";"";2019;55.647042;37.3879394
"Здание Центра обработки данных (ЦОД) ОАО «Сбербанк России» на территории инновационного центра «Сколково»";"Москва, территория инновационного центра "Сколково"";"";2019;55.6972879;37.3564687
"Жилой комплекс со встроенно-пристроенным ДОУ и поземной автостоянкой";"ул. Дегунинская, д. 10";"";2020;55.8656238;37.5378173
"Комплекс административных зданий Банка ГПБ (АО) с кассовым центром, хранилищем, центром обработки данных.";"Москва, ЮЗАО, район Черёмушки, ул. Новочеремушкинская, вл. 63";"";2019;55.6650233;37.564227
"Физкультурно-оздоровительный центр с комплексом банных услуг";"Москва, ЦАО, Таганский, Рабочая ул. вл. 29Б";"";2019;55.7432316;37.6863081
"Многофункциональная жилая застройка. 4 этап - корпус №14";"г. Москва, СЗАО, Митино, вблизи с. Рождествено";"";2024;55.1987903;37.0735713
"Физкультурно-оздоровительный комплекс";"Москва, САО, район Западное Дегунино, ул. Ивана Сусанина, вл. 1";"";2019;55.8692406;37.5216813
"Строительство многоквартирного жилого дома с подземной автостоянкой и встроенными нежилыми помещениями";"Москва, ЮВАО, Кузьминки, Зеленодольская ул. вл. 41 корп. 2, стр. 2, корп. 2";"";2021;55.7028866;37.7680711
"Жилой комплекс с подземной автостоянкой";"Москва, ЦАО, Хамовники, Погодинская ул. д. 2/3 стр. 1, 2, 3, 4";"";2019;55.7350299;37.5720143
"Многоквартирный жилой дом с подземной автостоянкой и встроенными нежилыми помещениями";"Москва, САО, район Аэропорт, ул. Усиевича, вл. 10/б, стр. 1, 2";"";2021;55.8055368;37.5301848
"Офисно-торговый комплекс";"Москва, ЮАО, Нагорный, Варшавское шоссе, вл. 32; вл. 32, стр. 2, 3; вл. 34, стр. 2";"";2024;55.680854;37.622567
